Key,English,Arabic (Reference),Category,Translation,Notes
sales.invoices.loadFailedTryAgain,loadFailedTryAgain,فشل في تحميل الفواتير. يرجى المحاولة مرة أخرى.,General,,
sales.invoices.descriptionShort,descriptionShort,إدارة فواتير العملاء,General,,
sales.invoices.paidAmount,paidAmount,المبلغ المدفوع,General,,
sales.invoices.outstanding,outstanding,المبلغ المستحق,General,,
sales.invoices.allInvoices,allInvoices,جميع الفواتير,General,,
sales.invoices.collected,collected,محصل,General,,
sales.invoices.toCollect,toCollect,للتحصيل,General,,
sales.invoices.confirmDelete,confirmDelete,هل أنت متأكد من حذف هذه الفاتورة؟,General,,
sales.invoices.invoiceDuplicated,invoiceDuplicated,تم نسخ الفاتورة,General,,
sales.invoices.invoiceDuplicatedDesc,invoiceDuplicatedDesc,تم إنشاء نسخة من الفاتورة,General,,
sales.invoices.invoiceSent,invoiceSent,تم إرسال الفاتورة,General,,
sales.invoices.invoiceSentDesc,invoiceSentDesc,تم إرسال الفاتورة إلى العميل,General,,
sales.orders.title,title,طلبات المبيعات,General,,
sales.orders.description,description,إدارة طلبات العملاء والتسليمات,General,,
sales.orders.addOrder,addOrder,طلب جديد,General,,
sales.orders.editOrder,editOrder,تعديل طلب,General,,
sales.orders.orderNumber,orderNumber,رقم الطلب,General,,
sales.orders.orderDate,orderDate,تاريخ الطلب,General,,
sales.orders.deliveryDate,deliveryDate,تاريخ التسليم,General,,
sales.orders.convertToInvoice,convertToInvoice,تحويل إلى فاتورة,General,,
sales.orders.totalOrders,totalOrders,إجمالي الطلبات,General,,
sales.orders.pending,pending,قيد الانتظار,General,,
sales.orders.confirmed,confirmed,مؤكد,General,,
sales.orders.shipped,shipped,تم الشحن,General,,
sales.orders.delivered,delivered,تم التسليم,General,,
sales.orders.completed,completed,مكتمل,General,,
sales.orders.descriptionShort,descriptionShort,إدارة طلبات العملاء,General,,
sales.orders.orderCreatedSuccess,orderCreatedSuccess,تم إنشاء طلب البيع بنجاح.,General,,
sales.orders.orderCreateError,orderCreateError,فشل في إنشاء الطلب,General,,
sales.orders.invoiceCreated,invoiceCreated,تم إنشاء الفاتورة,General,,
sales.orders.orderConvertedSuccess,orderConvertedSuccess,تم تحويل طلب البيع إلى فاتورة بنجاح.,General,,
sales.orders.orderShipped,orderShipped,تم شحن الطلب,General,,
sales.orders.orderShippedSuccess,orderShippedSuccess,تم تحديث حالة الطلب إلى مشحون.,General,,
sales.orders.orderCancelled,orderCancelled,تم إلغاء الطلب,General,,
sales.orders.orderCancelledSuccess,orderCancelledSuccess,تم إلغاء الطلب بنجاح.,General,,
sales.orders.confirmCancel,confirmCancel,هل أنت متأكد من إلغاء هذا الطلب؟,General,,
sales.orders.pendingOrders,pendingOrders,طلبات معلقة,General,,
sales.orders.processingOrders,processingOrders,طلبات قيد المعالجة,General,,
sales.orders.shippedOrders,shippedOrders,طلبات مشحونة,General,,
sales.orders.markAsShipped,markAsShipped,وضع علامة مشحون,General,,
sales.orders.cancelOrder,cancelOrder,إلغاء الطلب,General,,
sales.orders.noOrdersFound,noOrdersFound,لم يتم العثور على طلبات,General,,
sales.orders.orderValue,orderValue,قيمة الطلب,General,,
sales.orders.totalRevenue,totalRevenue,إجمالي الإيرادات,General,,
sales.orders.toProcess,toProcess,للمعالجة,General,,
sales.orders.inProgress,inProgress,قيد التنفيذ,General,,
sales.orders.onTheWay,onTheWay,في الطريق,General,,
sales.orders.allOrders,allOrders,جميع الطلبات,General,,
sales.orders.paymentStatus,paymentStatus,حالة الدفع,General,,
sales.orders.createInvoice,createInvoice,إنشاء فاتورة,General,,
sales.quotations.title,title,عروض الأسعار,General,,
sales.quotations.description,description,إنشاء وإدارة عروض الأسعار للعملاء,General,,
sales.quotations.addQuotation,addQuotation,عرض سعر جديد,General,,
sales.quotations.editQuotation,editQuotation,تعديل عرض سعر,General,,
sales.quotations.quotationNumber,quotationNumber,رقم عرض السعر,General,,
sales.quotations.quotationDate,quotationDate,تاريخ العرض,General,,
sales.quotations.expiryDate,expiryDate,تاريخ الانتهاء,General,,
sales.quotations.validUntil,validUntil,صالح حتى,General,,
sales.quotations.convertToOrder,convertToOrder,تحويل إلى طلب,General,,
sales.quotations.totalQuotations,totalQuotations,إجمالي العروض,General,,
sales.quotations.accepted,accepted,مقبول,General,,
sales.quotations.rejected,rejected,مرفوض,General,,
sales.quotations.expired,expired,منتهي,General,,
sales.quotations.quotationCreatedSuccess,quotationCreatedSuccess,تم إنشاء عرض السعر بنجاح.,General,,
sales.quotations.quotationCreateError,quotationCreateError,فشل في إنشاء عرض السعر,General,,
sales.quotations.quotationDeletedSuccess,quotationDeletedSuccess,تم حذف عرض السعر بنجاح.,General,,
sales.quotations.quotationDeleteError,quotationDeleteError,فشل في حذف عرض السعر,General,,
sales.quotations.confirmDelete,confirmDelete,هل أنت متأكد من حذف عرض السعر هذا؟,General,,
sales.quotations.convertedToInvoice,convertedToInvoice,تم التحويل إلى فاتورة,General,,
sales.quotations.quotationConvertedSuccess,quotationConvertedSuccess,تم تحويل عرض السعر إلى فاتورة بنجاح.,General,,
sales.quotations.quotationDuplicated,quotationDuplicated,تم نسخ عرض السعر,General,,
sales.quotations.quotationDuplicatedDescription,quotationDuplicatedDescription,تم إنشاء نسخة من عرض السعر.,General,,
sales.quotations.quotationSent,quotationSent,تم إرسال عرض السعر,General,,
sales.quotations.quotationSentSuccess,quotationSentSuccess,تم إرسال عرض السعر إلى العميل.,General,,
sales.quotations.acceptedQuotations,acceptedQuotations,العروض المقبولة,General,,
sales.quotations.acceptanceRate,acceptanceRate,نسبة القبول,General,,
sales.quotations.averageValue,averageValue,متوسط القيمة,General,,
sales.quotations.quoteNumber,quoteNumber,رقم العرض,General,,
sales.quotations.convertToInvoice,convertToInvoice,تحويل إلى فاتورة,General,,
sales.quotations.noQuotationsFound,noQuotationsFound,لم يتم العثور على عروض أسعار,General,,
sales.quotations.potentialRevenue,potentialRevenue,إيرادات محتملة,General,,
sales.quotations.perQuotation,perQuotation,لكل عرض سعر,General,,
sales.creditNotes.title,title,إشعارات الائتمان,General,,
sales.creditNotes.description,description,إدارة إشعارات الائتمان والمرتجعات,General,,
sales.creditNotes.addCreditNote,addCreditNote,إشعار ائتماني جديد,General,,
sales.creditNotes.editCreditNote,editCreditNote,تعديل إشعار دائن,General,,
sales.creditNotes.creditNoteNumber,creditNoteNumber,رقم الإشعار,General,,
sales.creditNotes.creditNoteDate,creditNoteDate,تاريخ الإشعار,General,,
sales.creditNotes.reason,reason,السبب,General,,
sales.creditNotes.refund,refund,استرداد,General,,
sales.creditNotes.adjustment,adjustment,تعديل,General,,
sales.creditNotes.returnGoods,returnGoods,إرجاع بضاعة,General,,
sales.creditNotes.totalCreditNotes,totalCreditNotes,إجمالي الإشعارات,General,,
sales.creditNotes.issued,issued,صادر,General,,
sales.creditNotes.applied,applied,مطبق,General,,
sales.creditNotes.descriptionShort,descriptionShort,إدارة الإشعارات الائتمانية,General,,
sales.creditNotes.creditNoteCreatedSuccess,creditNoteCreatedSuccess,تم إنشاء إشعار الائتمان بنجاح.,General,,
sales.creditNotes.creditNoteCreateError,creditNoteCreateError,فشل في إنشاء إشعار الائتمان,General,,
sales.creditNotes.creditApplied,creditApplied,تم تطبيق الائتمان,General,,
sales.creditNotes.creditAppliedSuccess,creditAppliedSuccess,تم تطبيق إشعار الائتمان على الفاتورة بنجاح.,General,,
sales.creditNotes.creditNoteSent,creditNoteSent,تم إرسال إشعار الائتمان,General,,
sales.creditNotes.creditNoteSentSuccess,creditNoteSentSuccess,تم إرسال إشعار الائتمان إلى العميل.,General,,
sales.creditNotes.creditNoteVoided,creditNoteVoided,تم إبطال إشعار الائتمان,General,,
sales.creditNotes.creditNoteVoidedSuccess,creditNoteVoidedSuccess,تم إبطال إشعار الائتمان بنجاح.,General,,
sales.creditNotes.confirmVoid,confirmVoid,هل أنت متأكد من إبطال إشعار الائتمان هذا؟,General,,
sales.creditNotes.totalAmount,totalAmount,المبلغ الإجمالي,General,,
sales.creditNotes.appliedCredits,appliedCredits,الائتمانات المطبقة,General,,
sales.creditNotes.pendingCredits,pendingCredits,الائتمانات المعلقة,General,,
sales.creditNotes.invoiceNumber,invoiceNumber,رقم الفاتورة,General,,
sales.creditNotes.applyToInvoice,applyToInvoice,تطبيق على الفاتورة,General,,
sales.creditNotes.voidCreditNote,voidCreditNote,إبطال الإشعار,General,,
sales.creditNotes.noCreditNotesFound,noCreditNotesFound,لم يتم العثور على إشعارات ائتمان,General,,
sales.creditNotes.creditIssued,creditIssued,ائتمان صادر,General,,
sales.creditNotes.toInvoices,toInvoices,للفواتير,General,,
sales.creditNotes.toBeApplied,toBeApplied,لتطبيقها,General,,
sales.recurringInvoices.title,title,الفواتير المتكررة,General,,
sales.recurringInvoices.description,description,إدارة قوالب الفواتير المتكررة والجداول الزمنية,General,,
sales.recurringInvoices.addTemplate,addTemplate,إضافة قالب,General,,
sales.recurringInvoices.editTemplate,editTemplate,تعديل قالب,General,,
sales.recurringInvoices.templateName,templateName,اسم القالب,General,,
sales.recurringInvoices.frequency,frequency,التكرار,General,,
sales.recurringInvoices.startDate,startDate,تاريخ البدء,General,,
sales.recurringInvoices.endDate,endDate,تاريخ الانتهاء,General,,
sales.recurringInvoices.nextInvoiceDate,nextInvoiceDate,تاريخ الفاتورة التالية,General,,
sales.recurringInvoices.active,active,نشط,General,,
sales.recurringInvoices.paused,paused,موقوف مؤقتاً,General,,
sales.recurringInvoices.daily,daily,يومي,General,,
sales.recurringInvoices.weekly,weekly,أسبوعي,General,,
sales.recurringInvoices.monthly,monthly,شهري,General,,
sales.recurringInvoices.quarterly,quarterly,ربع سنوي,General,,
sales.recurringInvoices.yearly,yearly,سنوي,General,,
sales.recurringInvoices.totalTemplates,totalTemplates,إجمالي القوالب,General,,
sales.recurringInvoices.activeTemplates,activeTemplates,القوالب النشطة,General,,
sales.recurringInvoices.descriptionShort,descriptionShort,إدارة قوالب الفواتير,General,,
sales.recurringInvoices.addRecurringInvoice,addRecurringInvoice,فاتورة متكررة جديدة,General,,
sales.recurringInvoices.recurringInvoiceCreatedSuccess,recurringInvoiceCreatedSuccess,تم إنشاء قالب الفاتورة المتكررة بنجاح.,General,,
sales.recurringInvoices.recurringInvoiceCreateError,recurringInvoiceCreateError,فشل في إنشاء الفاتورة المتكررة,General,,
