Key,English,Arabic
"auth.firstUserNote","📌 First User Becomes Owner","📌 أول مستخدم يصبح المالك"
"auth.firstUserNoteDesc","The first user to register will be assigned the Owner role with full permissions and can add other users.","أول مستخدم يسجل في الشركة سيحصل على صلاحيات المالك الكاملة ويمكنه إضافة مستخدمين آخرين."
"auth.fiscalYear","Fiscal Year","بداية السنة المالية"
"auth.fullName","Full Name","الاسم الكامل"
"auth.fullNamePlaceholder","Your Full Name","أدخل اسمك الكامل"
"auth.googleLoginError","Failed to sign in with Google","فشل تسجيل الدخول عبر Google"
"auth.invalidCredentials","Invalid Credentials","البريد الإلكتروني أو كلمة المرور غير صحيحة"
"auth.login","Login","تسجيل الدخول"
"auth.loginError","Login Failed","خطأ في تسجيل الدخول"
"auth.loginSuccess","Login Successful","تم تسجيل الدخول بنجاح"
"auth.months.april","April","أبريل"
"auth.months.august","august","أغسطس"
"auth.months.december","december","ديسمبر"
"auth.months.february","february","فبراير"
"auth.months.january","January","يناير"
"auth.months.july","July","يوليو"
"auth.months.june","june","يونيو"
"auth.months.march","march","مارس"
"auth.months.may","may","مايو"
"auth.months.november","november","نوفمبر"
"auth.months.october","October","أكتوبر"
"auth.months.september","september","سبتمبر"
"auth.orContinueWith","Or continue with","أو الدخول عبر"
"auth.password","Password","كلمة المرور"
"auth.passwordPlaceholder","Create a Strong Password","أدخل كلمة المرور (6 أحرف على الأقل)"
"auth.register","Register","إنشاء حساب"
"auth.selectCurrency","Select Currency","اختر العملة"
"auth.selectMonth","Select Month","اختر الشهر"
"auth.signInToContinue","Sign in to continue to your account","مرحباً بعودتك إلى Log & Ledger"
"auth.signInWithGoogle","Sign in with Google","تسجيل الدخول عبر Google"
"auth.userInformation","User Information","معلومات المستخدم"
"auth.username","Username","اسم المستخدم"
"auth.usernamePlaceholder","Choose a Username","اختر اسم مستخدم فريد"
"auth.validationErrors.companyNameMinLength","Company name must be at least 2 characters","اسم الشركة يجب أن يكون حرفين على الأقل"
"auth.validationErrors.emailInvalid","Please enter a valid email address","البريد الإلكتروني غير صحيح"
"auth.validationErrors.fullNameMinLength","Full name must be at least 2 characters","الاسم الكامل يجب أن يكون حرفين على الأقل"
"auth.validationErrors.passwordMinLength","Password must be at least 6 characters","كلمة المرور يجب أن تكون 6 أحرف على الأقل"
"auth.validationErrors.selectCurrency","Please select a currency","يرجى اختيار العملة"
"auth.validationErrors.usernameMinLength","Username must be at least 3 characters","اسم المستخدم يجب أن يكون 3 أحرف على الأقل"
"backup.accounts","accounts","حسابات"
"backup.active","Active","نشط"
"backup.autoBackup","Automatic Backup","النسخ الاحتياطي التلقائي"
"backup.autoBackupCompleted","Auto-Backup Completed","اكتمل النسخ الاحتياطي التلقائي"
"backup.autoBackupDescription","Automatically backup your data to your device","نسخ بياناتك احتياطياً تلقائياً إلى جهازك"
"backup.autoBackupDisabled","Auto-Backup Disabled","تم إيقاف النسخ الاحتياطي التلقائي"
"backup.autoBackupEnabled","Auto-Backup Enabled","تم تفعيل النسخ الاحتياطي التلقائي"
"backup.autoBackupNever","Never","أبداً"
"backup.autoBackupSuccess","Your data has been successfully backed up.","تم نسخ بياناتك احتياطياً بنجاح."
"backup.autoBackupWillSave","Backups will be saved to your Downloads folder","سيتم حفظ النسخ الاحتياطية في مجلد التنزيلات"
"backup.autoBackupWillStart","Automatic backups will start according to schedule","ستبدأ النسخ الاحتياطية التلقائية وفقاً للجدول"
"backup.autoBackupWillStop","Automatic backups have been stopped","تم إيقاف النسخ الاحتياطية التلقائية"
"backup.backupNow","Backup Now","نسخ احتياطي الآن"
"backup.backups","Backups","النسخ الاحتياطية"
"backup.contacts","contacts","جهات اتصال"
"backup.continueQuestion","Do you want to continue?","هل أنت متأكد أنك تريد المتابعة؟"
"backup.createBackup","Create Backup","إنشاء نسخة احتياطية"
"backup.createCompanyNow","Create Company Now","إنشاء شركة الآن"
"backup.createDescription","Download a copy of your data to your local device","احفظ جميع بياناتك في ملف JSON واحد"
"backup.daily","Daily","يومي"
"backup.dataMerged","Data merged","تم دمج البيانات"
"backup.dataRestored","Data restored","تمت استعادة البيانات"
"backup.description","Manage your data backups and restore from previous versions","قم بحفظ بياناتك واستعادتها بسهولة"
"backup.downloadBackup","Download Backup","تحميل النسخة الاحتياطية"
"backup.downloadComplete","Backup file has been downloaded.","تم تحميل النسخة الاحتياطية بنجاح"
"backup.enableAutoBackup","Enable Automatic Backup","تفعيل النسخ الاحتياطي التلقائي"
"backup.error","Backup Failed","خطأ"
"backup.failed","An error occurred while creating the backup.","فشلت العملية"
"backup.frequency","Backup Frequency","تكرار النسخ الاحتياطي"
"backup.infoAccounts","Chart of accounts and balances","دليل الحسابات"
"backup.infoCompanies","Company profiles and settings","بيانات الشركة"
"backup.infoContacts","Customers and suppliers","العملاء والموردون"
"backup.infoDescription","The backup file includes:","النسخة الاحتياطية تحتوي على:"
"backup.infoItems","Inventory items and services","المنتجات والخدمات"
"backup.infoTimestamp","The backup file includes a timestamp to help you identify versions.","سيتم حفظ الملف بتاريخ ووقت اليوم"
"backup.infoTitle","Backup Information","ماذا يتضمن الملف الاحتياطي؟"
"backup.invalidFile","Invalid backup file selected.","ملف غير صالح"
"backup.items","items","عناصر"
"backup.lastBackup","Last Backup","آخر نسخ احتياطي"
"backup.maxBackupsToKeep","Maximum Backups to Keep","الحد الأقصى للنسخ الاحتياطية المحفوظة"
"backup.merge","Merge Data","دمج"
"backup.mergeSuccess","Data Merged Successfully","تم الدمج بنجاح"
"backup.mergeWarning","Merging will add new records from the backup. Existing records with same IDs will be updated.","سيتم دمج البيانات من النسخة الاحتياطية مع بياناتك الحالية. البيانات الأحدث سيتم الاحتفاظ بها."
"backup.monthly","Monthly","شهري"
"backup.never","Never","أبداً"
"backup.newAccounts","new accounts","حسابات جديدة"
"backup.newContacts","new contacts","جهات اتصال جديدة"
"backup.newItems","new items","عناصر جديدة"
"backup.nextBackup","Next Backup","النسخ الاحتياطي التالي"
"backup.noCompanyWarning","You need to create a company before you can backup or restore data.","يجب عليك إنشاء شركة أولاً قبل استخدام ميزات النسخ الاحتياطي والاستعادة."
"backup.oldBackupsWillBeMarked","You should manually delete old backup files from Downloads folder","يجب حذف ملفات النسخ الاحتياطية القديمة يدوياً من مجلد التنزيلات"
"backup.restore","Restore","استعادة"
"backup.restoreBackup","Restore Backup","استعادة النسخة الاحتياطية"
"backup.restoreDescription","Restore your data from a backup file","استعد بياناتك من ملف احتياطي سابق"
"backup.restoreSuccess","Data Restored Successfully","تمت الاستعادة بنجاح"
"backup.restoreWarning","Restoring will replace all current data with the backup data. This action cannot be undone.","تحذير: سيتم حذف جميع البيانات الحالية واستبدالها بالنسخة الاحتياطية. هذه العملية لا يمكن التراجع عنها!"
"backup.selectedFile","Selected File","الملف المختار"
"backup.status","Status","الحالة"
"backup.success","Backup Successful","نجح"
"backup.title","Backup & Restore","النسخ الاحتياطي والاستعادة"
"backup.weekly","Weekly","أسبوعي"
"banking.accounts.accountCreated","Account created","تم إنشاء الحساب"
"banking.accounts.accountCreatedDesc","Bank account has been added successfully.","تمت إضافة الحساب البنكي بنجاح."
"banking.accounts.accountDeleted","Account deleted","تم حذف الحساب"
"banking.accounts.accountDeletedDesc","Bank account has been removed successfully.","تمت إزالة الحساب البنكي بنجاح."
"banking.accounts.accountName","Account Name","اسم الحساب"
"banking.accounts.accountNamePlaceholder","Main business account","الحساب الرئيسي للشركة"
"banking.accounts.accountNumber","Account Number","رقم الحساب"
"banking.accounts.accountNumberPlaceholder","1234567890","1234567890"
"banking.accounts.accountType","Account Type","نوع الحساب"
"banking.accounts.accountUpdated","Account updated","تم تحديث الحساب"
"banking.accounts.accountUpdatedDesc","Bank account has been updated successfully.","تم تحديث معلومات الحساب البنكي بنجاح."
"banking.accounts.acrossAllAccounts","Across all accounts","عبر جميع الحسابات"
"banking.accounts.activeAccount","Active Account","حساب مفعل"
"banking.accounts.activeAccountDesc","Active accounts can be used in transactions","يمكن استخدام الحسابات المفعّلة في العمليات"
"banking.accounts.activeAccounts","Active Accounts","الحسابات المفعّلة"
"banking.accounts.addAccount","Add Account","إضافة حساب"
"banking.accounts.balance","Balance","الرصيد"
"banking.accounts.bank","Bank","البنك"
"banking.accounts.bankName","Bank Name","اسم البنك"
"banking.accounts.bankNamePlaceholder","Enter bank name","أدخل اسم البنك"
"banking.accounts.branch","Branch","الفرع"
"banking.accounts.branchPlaceholder","Enter branch (optional)","أدخل الفرع (اختياري)"
"banking.accounts.cashBankBalances","Cash & bank balances","النقد والبنوك"
"banking.accounts.confirmDelete","Are you sure you want to delete this bank account?","هل أنت متأكد من حذف هذا الحساب البنكي؟"
"banking.accounts.createAccount","Create Account","إنشاء حساب"
